Location,Sub-location,Pokemon,D,P,Pt,Method,Levels,Morning Rate,Day Rate,Night Rate
Mt. Coronet,6F,golbat,False,False,True,Cave,37-38,0%,0%,15%
Mt. Coronet,6F,machoke,True,True,False,Cave,41,10%,10%,10%
Mt. Coronet,6F,machoke,False,False,True,Cave,39,10%,10%,10%
Mt. Coronet,6F,graveler,True,True,False,Cave,40,20%,20%,20%
Mt. Coronet,6F,graveler,False,False,True,Cave,38,20%,0%,20%
Mt. Coronet,6F,graveler,False,False,True,Cave,"36,38",0%,30%,0%
Mt. Coronet,6F,nosepass,False,False,True,Cave,37,5%,5%,5%
Mt. Coronet,6F,medicham,True,True,False,Cave,41,10%,10%,10%
Mt. Coronet,6F,medicham,False,False,True,Cave,"37,39",20%,20%,0%
Mt. Coronet,6F,medicham,False,False,True,Cave,39,0%,0%,10%
Mt. Coronet,6F,chimecho,True,True,False,Cave,41-42,10%,10%,10%
Mt. Coronet,6F,chimecho,False,False,True,Cave,39-41,10%,10%,10%
Mt. Coronet,6F,bronzong,True,True,False,Cave,40-42,25%,25%,25%
Mt. Coronet,6F,bronzong,False,False,True,Cave,37,20%,20%,20%
Mt. Coronet,6F,lunatone,True,True,False,Dual-slot Sapphire,40-41,8%,8%,8%
Mt. Coronet,6F,lunatone,False,False,True,Dual-slot Sapphire,"38,40",8%,8%,8%
Mt. Coronet,6F,solrock,True,True,False,Dual-slot Ruby,40-41,8%,8%,8%
Mt. Coronet,6F,solrock,False,False,True,Dual-slot Ruby,"38,40",8%,8%,8%
Mt. Coronet,1F 2,clefairy,True,True,False,Cave,38-40,15%,15%,15%
Mt. Coronet,1F 2,clefairy,False,False,True,Cave,36,10%,0%,10%
Mt. Coronet,1F 2,golbat,True,True,False,Cave,39,10%,10%,10%
Mt. Coronet,1F 2,golbat,False,False,True,Cave,38,5%,5%,0%
Mt. Coronet,1F 2,golbat,False,False,True,Cave,37-38,0%,0%,15%
Mt. Coronet,1F 2,machoke,True,True,False,Cave,40,10%,10%,10%
Mt. Coronet,1F 2,machoke,False,False,True,Cave,39,10%,10%,10%
Mt. Coronet,1F 2,graveler,True,True,False,Cave,39-40,40%,40%,40%
Mt. Coronet,1F 2,graveler,False,False,True,Cave,37-38,40%,0%,40%
Mt. Coronet,1F 2,graveler,False,False,True,Cave,36-38,0%,50%,0%
Mt. Coronet,1F 2,nosepass,False,False,True,Cave,37,5%,5%,5%
Mt. Coronet,1F 2,medicham,True,True,False,Cave,40,10%,10%,10%
Mt. Coronet,1F 2,medicham,False,False,True,Cave,"37,39",20%,20%,0%
Mt. Coronet,1F 2,medicham,False,False,True,Cave,39,0%,0%,10%
Mt. Coronet,1F 2,chingling,True,True,False,Cave,"38,40",10%,10%,10%
Mt. Coronet,1F 2,chingling,False,False,True,Cave,"36,38",10%,10%,10%
Mt. Coronet,1F 2,bronzong,True,True,False,Cave,39-40,5%,5%,5%
Mt. Coronet,1F 2,lunatone,True,True,False,Dual-slot Sapphire,39-40,8%,8%,8%
Mt. Coronet,1F 2,lunatone,False,False,True,Dual-slot Sapphire,38,8%,8%,8%
Mt. Coronet,1F 2,solrock,True,True,False,Dual-slot Ruby,39-40,8%,8%,8%
Mt. Coronet,1F 2,solrock,False,False,True,Dual-slot Ruby,38,8%,8%,8%
Mt. Coronet,Exterior,clefairy,True,True,False,Grass,38-39,5%,5%,5%
Mt. Coronet,Exterior,golbat,True,True,False,Grass,39,0%,0%,10%
Mt. Coronet,Exterior,golbat,False,False,True,Grass,38,0%,0%,10%
Mt. Coronet,Exterior,machoke,True,True,False,Grass,39-40,20%,20%,0%
Mt. Coronet,Exterior,machoke,True,True,False,Grass,40,0%,0%,10%
Mt. Coronet,Exterior,machoke,False,False,True,Grass,40,10%,10%,10%
Mt. Coronet,Exterior,noctowl,True,True,True,Grass,39,0%,0%,10%
Mt. Coronet,Exterior,nosepass,False,False,True,Grass,38,5%,5%,5%
Mt. Coronet,Exterior,medicham,True,True,False,Grass,39-40,20%,20%,0%
Mt. Coronet,Exterior,medicham,True,True,True,Grass,40,0%,0%,10%
Mt. Coronet,Exterior,medicham,False,False,True,Grass,"38,40",20%,20%,0%
Mt. Coronet,Exterior,absol,False,False,True,Grass,"38,40",5%,5%,5%
Mt. Coronet,Exterior,chingling,True,True,False,Grass,39-40,10%,10%,10%
Mt. Coronet,Exterior,chingling,False,False,True,Grass,"37,39",10%,10%,10%
Mt. Coronet,Exterior,bronzong,True,True,False,Grass,39-40,5%,5%,5%
Mt. Coronet,Exterior,snover,True,True,False,Grass,38,20%,20%,20%
Mt. Coronet,Exterior,snover,False,False,True,Grass,36,20%,20%,20%
Mt. Coronet,Exterior,abomasnow,True,True,False,Grass,40,20%,20%,20%
Mt. Coronet,Exterior,abomasnow,False,False,True,Grass,38-39,30%,30%,0%
Mt. Coronet,Exterior,abomasnow,False,False,True,Grass,38,0%,0%,20%
Mt. Coronet,Exterior,loudred,True,True,True,Poké Radar,39-40,22%,22%,22%
Mt. Coronet,Exterior,lunatone,True,True,True,Dual-slot Sapphire,38-39,8%,8%,8%
Mt. Coronet,Exterior,solrock,True,True,True,Dual-slot Ruby,38-39,8%,8%,8%
Spear Pillar,N/A,dialga,True,False,False,Only one,47,One,One,One
Spear Pillar,N/A,palkia,False,True,False,Only one,47,One,One,One
Spear Pillar,N/A,dialga,False,False,True,Only one,70,One,One,One
Spear Pillar,N/A,palkia,False,False,True,Only one,70,One,One,One
Great Marsh,All areas,psyduck,True,True,False,Surfing,20-40,5%,5%,5%
Great Marsh,All areas,marill,True,True,False,Surfing,20-30,30%,30%,30%
Great Marsh,All areas,wooper,True,True,False,Surfing,20-30,60%,60%,60%
Great Marsh,All areas,wooper,False,False,True,Surfing,20-30,90%,90%,90%
Great Marsh,All areas,quagsire,True,True,False,Surfing,20-40,5%,5%,5%
Great Marsh,All areas,quagsire,False,False,True,Surfing,20-40,10%,10%,10%
Great Marsh,All areas,magikarp,True,True,False,Fishing Old Rod,3-10,100%,100%,100%
Great Marsh,All areas,magikarp,False,False,True,Fishing Old Rod,3-15,100%,100%,100%
Great Marsh,All areas,magikarp,True,True,True,Fishing Good Rod,10-25,55%,55%,55%
Great Marsh,All areas,gyarados,True,True,False,Fishing Good Rod,15-30,5%,5%,5%
Great Marsh,All areas,barboach,True,True,False,Fishing Good Rod,15-20,40%,40%,40%
Great Marsh,All areas,barboach,False,False,True,Fishing Good Rod,10-25,45%,45%,45%
Great Marsh,All areas,gyarados,True,True,False,Fishing Super Rod,40-55,15%,15%,15%
Great Marsh,All areas,gyarados,False,False,True,Fishing Super Rod,30-55,40%,40%,40%
Great Marsh,All areas,carvanha,True,True,False,Fishing Super Rod,15-30,45%,45%,45%
Great Marsh,All areas,carvanha,False,False,True,Fishing Super Rod,30-55,45%,45%,45%
Great Marsh,All areas,whiscash,True,True,False,Fishing Super Rod,30-55,40%,40%,40%
Great Marsh,All areas,whiscash,False,False,True,Fishing Super Rod,20-50,15%,15%,15%
Great Marsh,Areas 1 and 2,psyduck,True,True,False,Grass,"24,26",8%,8%,8%
Great Marsh,Areas 1 and 2,tangela,False,False,True,Grass,30-31,5%,5%,5%
Great Marsh,Areas 1 and 2,hoothoot,True,True,False,Grass,24,0%,0%,10%
Great Marsh,Areas 1 and 2,noctowl,True,True,False,Grass,26,0%,0%,10%
Great Marsh,Areas 1 and 2,noctowl,False,False,True,Grass,"28,30",0%,0%,20%
Great Marsh,Areas 1 and 2,marill,True,True,False,Grass,25-26,15%,15%,15%
Great Marsh,Areas 1 and 2,yanma,False,False,True,Grass,30-31,5%,5%,5%
Great Marsh,Areas 1 and 2,wooper,True,True,False,Grass,24,20%,20%,20%
Great Marsh,Areas 1 and 2,wooper,False,False,True,Grass,28-30,40%,40%,40%
Great Marsh,Areas 1 and 2,quagsire,True,True,False,Grass,25-26,15%,15%,15%
Great Marsh,Areas 1 and 2,quagsire,False,False,True,Grass,30,10%,10%,10%
Great Marsh,Areas 1 and 2,azurill,True,True,False,Grass,24,1%,1%,1%
Great Marsh,Areas 1 and 2,tropius,False,False,True,Grass,"28,30",20%,20%,0%
Great Marsh,Areas 1 and 2,starly,True,True,False,Grass,26,10%,10%,0%
Great Marsh,Areas 1 and 2,bidoof,True,True,False,Grass,26,1%,1%,1%
Great Marsh,Areas 1 and 2,bibarel,True,True,False,Grass,25,20%,20%,20%
Great Marsh,Areas 1 and 2,bibarel,False,False,True,Grass,28,20%,20%,20%
Great Marsh,Areas 1 and 2,budew,True,True,False,Grass,24,10%,10%,0%
Great Marsh,Areas 1 and 2,arbok,True,True,False,Dual-slot FireRed,"24,26",8%,8%,8%
Great Marsh,Areas 1 and 2,arbok,False,False,True,Dual-slot FireRed,30,8%,8%,8%
Great Marsh,Areas 3 and 4,psyduck,True,True,False,Grass,"22,24",8%,8%,8%
Great Marsh,Areas 3 and 4,tangela,False,False,True,Grass,27-30,25%,25%,0%
Great Marsh,Areas 3 and 4,tangela,False,False,True,Grass,28-30,0%,0%,15%
Great Marsh,Areas 3 and 4,hoothoot,True,True,False,Grass,"22,24",0%,0%,20%
Great Marsh,Areas 3 and 4,hoothoot,False,False,True,Grass,27,0%,0%,10%
Great Marsh,Areas 3 and 4,noctowl,False,False,True,Grass,28,0%,0%,10%
Great Marsh,Areas 3 and 4,marill,True,True,False,Grass,23-24,15%,15%,15%
Great Marsh,Areas 3 and 4,yanma,False,False,True,Grass,29-30,5%,5%,5%
Great Marsh,Areas 3 and 4,wooper,True,True,False,Grass,22,20%,20%,20%
Great Marsh,Areas 3 and 4,wooper,False,False,True,Grass,27-29,30%,30%,30%
Great Marsh,Areas 3 and 4,quagsire,True,True,False,Grass,23-24,15%,15%,15%
Great Marsh,Areas 3 and 4,quagsire,False,False,True,Grass,29,10%,10%,10%
Great Marsh,Areas 3 and 4,azurill,True,True,False,Grass,22,1%,1%,1%
Great Marsh,Areas 3 and 4,starly,True,True,False,Grass,24,10%,10%,0%
Great Marsh,Areas 3 and 4,bidoof,True,True,False,Grass,24,1%,1%,1%
Great Marsh,Areas 3 and 4,bibarel,True,True,False,Grass,23,20%,20%,20%
Great Marsh,Areas 3 and 4,bibarel,False,False,True,Grass,27-28,30%,30%,0%
Great Marsh,Areas 3 and 4,bibarel,False,False,True,Grass,27,0%,0%,20%
Great Marsh,Areas 3 and 4,budew,True,True,False,Grass,22,10%,10%,0%
Great Marsh,Areas 3 and 4,arbok,True,True,False,Dual-slot FireRed,"22,24",8%,8%,8%
Great Marsh,Areas 3 and 4,arbok,False,False,True,Dual-slot FireRed,29,8%,8%,8%
Great Marsh,Area 5,tangela,False,False,True,Grass,28-29,5%,5%,5%
Great Marsh,Area 5,hoothoot,True,True,False,Grass,"20,22",0%,0%,20%
Great Marsh,Area 5,hoothoot,False,False,True,Grass,26-27,0%,0%,20%
Great Marsh,Area 5,marill,True,True,False,Grass,21-22,15%,15%,15%
Great Marsh,Area 5,yanma,False,False,True,Grass,26-29,25%,25%,0%
Great Marsh,Area 5,yanma,False,False,True,Grass,27-29,0%,0%,15%
Great Marsh,Area 5,wooper,True,True,False,Grass,20,20%,20%,20%
Great Marsh,Area 5,wooper,False,False,True,Grass,26-28,30%,30%,30%
Great Marsh,Area 5,quagsire,True,True,False,Grass,21-22,15%,15%,15%
Great Marsh,Area 5,quagsire,False,False,True,Grass,28,10%,10%,10%
Great Marsh,Area 5,azurill,True,True,False,Grass,20,5%,5%,5%
Great Marsh,Area 5,starly,True,True,False,Grass,22,10%,10%,0%
Great Marsh,Area 5,bidoof,True,True,False,Grass,22,5%,5%,5%
Great Marsh,Area 5,bibarel,True,True,False,Grass,21,20%,20%,20%
Great Marsh,Area 5,bibarel,False,False,True,Grass,26-27,30%,30%,0%
Great Marsh,Area 5,bibarel,False,False,True,Grass,26,0%,0%,20%
Great Marsh,Area 5,budew,True,True,False,Grass,20,10%,10%,0%
Great Marsh,Area 5,arbok,True,True,False,Dual-slot FireRed,"20,22",8%,8%,8%
Great Marsh,Area 5,arbok,False,False,True,Dual-slot FireRed,28,8%,8%,8%
Great Marsh,Area 6,psyduck,True,True,False,Grass,"20,22",8%,8%,8%
Great Marsh,Area 6,tangela,False,False,True,Grass,28-29,5%,5%,5%
Great Marsh,Area 6,hoothoot,True,True,False,Grass,"20,22",0%,0%,20%
Great Marsh,Area 6,hoothoot,False,False,True,Grass,26-27,0%,0%,20%
Great Marsh,Area 6,marill,True,True,False,Grass,21-22,15%,15%,15%
Great Marsh,Area 6,yanma,False,False,True,Grass,26-29,25%,25%,0%
Great Marsh,Area 6,yanma,False,False,True,Grass,27-29,0%,0%,15%
Great Marsh,Area 6,wooper,True,True,False,Grass,20,20%,20%,20%
Great Marsh,Area 6,wooper,False,False,True,Grass,26-28,30%,30%,30%
Great Marsh,Area 6,quagsire,True,True,False,Grass,21-22,15%,15%,15%
Great Marsh,Area 6,quagsire,False,False,True,Grass,28,10%,10%,10%
Great Marsh,Area 6,azurill,True,True,False,Grass,20,1%,1%,1%
Great Marsh,Area 6,starly,True,True,False,Grass,22,10%,10%,0%
Great Marsh,Area 6,bidoof,True,True,False,Grass,22,1%,1%,1%
Great Marsh,Area 6,bibarel,True,True,False,Grass,21,20%,20%,20%
Great Marsh,Area 6,bibarel,False,False,True,Grass,26-27,30%,30%,0%
Great Marsh,Area 6,bibarel,False,False,True,Grass,26,0%,0%,20%
Great Marsh,Area 6,budew,True,True,False,Grass,20,10%,10%,0%
Great Marsh,Area 6,arbok,True,True,False,Dual-slot FireRed,"20,22",8%,8%,8%
Great Marsh,Area 6,arbok,False,False,True,Dual-slot FireRed,28,8%,8%,8%
Great Marsh,Changing Pokémon,golduck,True,True,False,Grass,"22,24,26",3/32,3/32,3/32
Great Marsh,Changing Pokémon,tangela,False,False,True,Grass,27-30,1/32,1/32,1/32
Great Marsh,Changing Pokémon,yanma,False,False,True,Grass,27-30,1/32,1/32,1/32
Great Marsh,Changing Pokémon,quagsire,False,False,True,Grass,27-30,2/32,2/32,2/32
Great Marsh,Changing Pokémon,roselia,True,True,False,Grass,"22,24,26",3/32,3/32,3/32
Great Marsh,Changing Pokémon,tropius,False,False,True,Grass,27-30,1/32,1/32,1/32
Great Marsh,Changing Pokémon,staravia,True,True,False,Grass,"22,24,26",3/32,3/32,3/32
Great Marsh,Changing Pokémon,skorupi,True,True,False,Grass,"22,24,26",5/32,5/32,5/32
Great Marsh,Changing Pokémon,skorupi,False,False,True,Grass,27-30,5/32,5/32,5/32
Great Marsh,Changing Pokémon,croagunk,True,True,False,Grass,"22,24,26",5/32,5/32,5/32
Great Marsh,Changing Pokémon,croagunk,False,False,True,Grass,27-30,4/32,4/32,4/32
Great Marsh,Changing Pokémon,carnivine,True,True,False,Grass,"22,24,26",5/32,5/32,5/32
Great Marsh,Changing Pokémon,carnivine,False,False,True,Grass,27-30,3/32,3/32,3/32
Great Marsh,Changing Pokémon,marill,True,True,False,Grass,"22,24,26",1/32,1/32,1/32
Great Marsh,Changing Pokémon,wooper,True,True,False,Grass,"22,24,26",2/32,2/32,2/32
Great Marsh,Changing Pokémon,wooper,False,False,True,Grass,27-30,15/32,15/32,15/32
Great Marsh,Changing Pokémon,quagsire,True,True,False,Grass,"22,24,26",1/32,1/32,1/32
Great Marsh,Changing Pokémon,azurill,True,True,False,Grass,"22,24,26",2/32,2/32,2/32
Great Marsh,Changing Pokémon,bidoof,True,True,False,Grass,"22,24,26",1/32,1/32,1/32
Great Marsh,Changing Pokémon,bibarel,True,True,False,Grass,"22,24,26",1/32,1/32,1/32
Great Marsh,Changing Pokémon,paras,True,True,False,Grass,"22,24,26",1/32,1/32,1/32
Great Marsh,Changing Pokémon,paras,False,False,True,Grass,27-30,2/32,2/32,2/32
Great Marsh,Changing Pokémon,exeggcute,True,True,False,Grass,"22,24,26",1/32,1/32,1/32
Great Marsh,Changing Pokémon,exeggcute,False,False,True,Grass,27-30,2/32,2/32,2/32
Great Marsh,Changing Pokémon,kangaskhan,True,True,False,Grass,"22,24,26",1/32,1/32,1/32
Great Marsh,Changing Pokémon,kangaskhan,False,False,True,Grass,27-30,2/32,2/32,2/32
Great Marsh,Changing Pokémon,yanma,True,True,False,Grass,"22,24,26",1/32,1/32,1/32
Great Marsh,Changing Pokémon,shroomish,True,True,False,Grass,"22,24,26",1/32,1/32,1/32
Great Marsh,Changing Pokémon,shroomish,False,False,True,Grass,27-30,2/32,2/32,2/32
Great Marsh,Changing Pokémon,gulpin,True,True,False,Grass,"22,24,26",1/32,1/32,1/32
Great Marsh,Changing Pokémon,gulpin,False,False,True,Grass,27-30,2/32,2/32,2/32
Great Marsh,Changing Pokémon,kecleon,False,False,True,Grass,27-30,2/32,2/32,2/32
Great Marsh,Changing Pokémon,drapion,True,True,False,Grass,"22,24,26",1/32,1/32,1/32
Great Marsh,Changing Pokémon,drapion,False,False,True,Grass,27-30,2/32,2/32,2/32
Great Marsh,Changing Pokémon,toxicroak,True,True,False,Grass,"22,24,26",1/32,1/32,1/32
Great Marsh,Changing Pokémon,toxicroak,False,False,True,Grass,27-30,1/32,1/32,1/32
Solaceon Ruins,N/A,unown,True,True,True,Cave,14-30,100%,100%,100%
Solaceon Ruins,N/A,unown,True,True,True,Cave,14-30,100%,100%,100%
Solaceon Ruins,N/A,unown,True,True,True,Cave,14-30,100%,100%,100%
Solaceon Ruins,N/A,unown,True,True,True,Cave,14-30,100%,100%,100%
Solaceon Ruins,N/A,unown,True,True,True,Cave,14-30,100%,100%,100%
Solaceon Ruins,N/A,unown,True,True,True,Cave,14-30,100%,100%,100%
Solaceon Ruins,N/A,unown,True,True,True,Cave,14-30,5%,5%,5%
Solaceon Ruins,N/A,unown,True,True,True,Cave,14-30,5%,5%,5%
Solaceon Ruins,N/A,unown,True,True,True,Cave,14-30,5%,5%,5%
Solaceon Ruins,N/A,unown,True,True,True,Cave,14-30,5%,5%,5%
Solaceon Ruins,N/A,unown,True,True,True,Cave,14-30,5%,5%,5%
Solaceon Ruins,N/A,unown,True,True,True,Cave,14-30,5%,5%,5%
Solaceon Ruins,N/A,unown,True,True,True,Cave,14-30,5%,5%,5%
Solaceon Ruins,N/A,unown,True,True,True,Cave,14-30,5%,5%,5%
Solaceon Ruins,N/A,unown,True,True,True,Cave,14-30,5%,5%,5%
Solaceon Ruins,N/A,unown,True,True,True,Cave,14-30,5%,5%,5%
Solaceon Ruins,N/A,unown,True,True,True,Cave,14-30,5%,5%,5%
Solaceon Ruins,N/A,unown,True,True,True,Cave,14-30,5%,5%,5%
Solaceon Ruins,N/A,unown,True,True,True,Cave,14-30,5%,5%,5%
Solaceon Ruins,N/A,unown,True,True,True,Cave,14-30,5%,5%,5%
Solaceon Ruins,N/A,unown,True,True,True,Cave,14-30,5%,5%,5%
Solaceon Ruins,N/A,unown,True,True,True,Cave,14-30,5%,5%,5%
Solaceon Ruins,N/A,unown,True,True,True,Cave,14-30,5%,5%,5%
Solaceon Ruins,N/A,unown,True,True,True,Cave,14-30,5%,5%,5%
Solaceon Ruins,N/A,unown,True,True,True,Cave,14-30,5%,5%,5%
Solaceon Ruins,N/A,unown,True,True,True,Cave,14-30,5%,5%,5%
Solaceon Ruins,N/A,unown,True,True,True,Cave,14-30,50%,50%,50%
Solaceon Ruins,N/A,unown,True,True,True,Cave,14-30,50%,50%,50%
Victory Road,1F,golbat,True,True,False,Cave,44-46,20%,20%,20%
Victory Road,1F,golbat,False,False,True,Cave,43,5%,5%,0%
Victory Road,1F,golbat,False,False,True,Cave,42-43,0%,0%,15%
Victory Road,1F,machoke,True,True,False,Cave,44-46,25%,25%,25%
Victory Road,1F,graveler,True,True,False,Cave,45,20%,20%,20%
Victory Road,1F,graveler,False,False,True,Cave,40-42,30%,30%,0%
Victory Road,1F,graveler,False,False,True,Cave,40,0%,0%,20%
Victory Road,1F,onix,True,True,False,Cave,44,10%,10%,10%
Victory Road,1F,onix,False,False,True,Cave,41-42,20%,20%,20%
Victory Road,1F,rhyhorn,False,False,True,Cave,41,20%,20%,20%
Victory Road,1F,rhydon,False,False,True,Cave,41-43,15%,15%,15%
Victory Road,1F,steelix,True,True,False,Cave,46,10%,10%,10%
Victory Road,1F,steelix,False,False,True,Cave,42,5%,5%,5%
Victory Road,1F,medicham,True,True,False,Cave,44-46,15%,15%,15%
Victory Road,1F,gabite,False,False,True,Cave,41,5%,5%,5%
Victory Road,2F,golbat,True,True,False,Cave,45-47,20%,20%,20%
Victory Road,2F,golbat,False,False,True,Cave,44,5%,5%,0%
Victory Road,2F,golbat,False,False,True,Cave,41-44,0%,0%,15%
Victory Road,2F,kadabra,True,True,False,Cave,45-47,25%,25%,25%
Victory Road,2F,graveler,True,True,False,Cave,46,20%,20%,20%
Victory Road,2F,graveler,False,False,True,Cave,41-43,15%,15%,0%
Victory Road,2F,graveler,False,False,True,Cave,43,0%,0%,5%
Victory Road,2F,magneton,False,False,True,Cave,41-43,30%,30%,30%
Victory Road,2F,onix,True,True,False,Cave,45,10%,10%,10%
Victory Road,2F,onix,False,False,True,Cave,42,5%,5%,5%
Victory Road,2F,steelix,True,True,False,Cave,47,10%,10%,10%
Victory Road,2F,steelix,False,False,True,Cave,42-44,40%,40%,40%
Victory Road,2F,medicham,True,True,False,Cave,45-47,15%,15%,15%
Victory Road,2F,gabite,False,False,True,Cave,43,5%,5%,5%
Victory Road,B1F,golbat,True,True,False,Cave,44-46,20%,20%,20%
Victory Road,B1F,golbat,False,False,True,Cave,44,5%,5%,0%
Victory Road,B1F,golbat,False,False,True,Cave,41-44,0%,0%,15%
Victory Road,B1F,machoke,True,True,False,Cave,44-46,25%,25%,25%
Victory Road,B1F,graveler,False,False,True,Cave,41-43,15%,15%,0%
Victory Road,B1F,graveler,False,False,True,Cave,43,0%,0%,5%
Victory Road,B1F,onix,False,False,True,Cave,42,10%,10%,10%
Victory Road,B1F,azumarill,False,False,True,Cave,41-43,30%,30%,30%
Victory Road,B1F,steelix,True,True,False,Cave,46,10%,10%,10%
Victory Road,B1F,steelix,False,False,True,Cave,44,5%,5%,5%
Victory Road,B1F,medicham,True,True,False,Cave,44-46,15%,15%,15%
Victory Road,B1F,floatzel,True,True,True,Cave,42-45,30%,30%,30%
Victory Road,B1F,gabite,False,False,True,Cave,43,5%,5%,5%
Victory Road,B1F,golbat,True,True,False,Surfing,35-50,100%,100%,100%
Victory Road,B1F,golbat,False,False,True,Surfing,30-50,10%,10%,10%
Victory Road,B1F,floatzel,False,False,True,Surfing,30-50,90%,90%,90%
Victory Road,B1F,magikarp,True,True,False,Fishing Old Rod,3-10,100%,100%,100%
Victory Road,B1F,magikarp,False,False,True,Fishing Old Rod,3-15,100%,100%,100%
Victory Road,B1F,magikarp,True,True,True,Fishing Good Rod,10-25,100%,100%,100%
Victory Road,B1F,gyarados,True,True,False,Fishing Super Rod,20-55,100%,100%,100%
Victory Road,B1F,gyarados,False,False,True,Fishing Super Rod,30-55,100%,100%,100%
Victory Road,1F Back 2,golbat,True,True,False,Cave,50-52,20%,20%,20%
Victory Road,1F Back 2,golbat,False,False,True,Cave,50,5%,5%,15%
Victory Road,1F Back 2,machoke,True,True,False,Cave,50-52,25%,25%,25%
Victory Road,1F Back 2,graveler,False,False,True,Cave,47-49,15%,15%,5%
Victory Road,1F Back 2,dewgong,False,False,True,Cave,48-50,15%,15%,15%
Victory Road,1F Back 2,azumarill,False,False,True,Cave,47-49,30%,30%,30%
Victory Road,1F Back 2,steelix,True,True,False,Cave,52,10%,10%,10%
Victory Road,1F Back 2,medicham,True,True,False,Cave,50-52,15%,15%,15%
Victory Road,1F Back 2,floatzel,True,True,False,Cave,50-51,30%,30%,30%
Victory Road,1F Back 2,floatzel,False,False,True,Cave,48-50,30%,30%,30%
Victory Road,1F Back 2,gabite,False,False,True,Cave,49,5%,5%,5%
Victory Road,1F Back 2,golbat,True,True,False,Surfing,40-55,90%,90%,90%
Victory Road,1F Back 2,dewgong,False,False,True,Surfing,35-55,30%,30%,30%
Victory Road,1F Back 2,lapras,True,True,False,Surfing,40-60,10%,10%,10%
Victory Road,1F Back 2,lapras,False,False,True,Surfing,35-55,10%,10%,10%
Victory Road,1F Back 2,floatzel,False,False,True,Surfing,35-55,60%,60%,60%
Victory Road,1F Back 2,magikarp,True,True,False,Fishing Old Rod,3-10,100%,100%,100%
Victory Road,1F Back 2,magikarp,False,False,True,Fishing Old Rod,3-15,100%,100%,100%
Victory Road,1F Back 2,magikarp,True,True,True,Fishing Good Rod,10-25,100%,100%,100%
Victory Road,1F Back 2,gyarados,True,True,False,Fishing Super Rod,20-55,100%,100%,100%
Victory Road,1F Back 2,gyarados,False,False,True,Fishing Super Rod,30-55,100%,100%,100%
Victory Road,1F Back 1 and 3,golbat,True,True,False,Cave,50-52,20%,20%,20%
Victory Road,1F Back 1 and 3,golbat,False,False,True,Cave,50,5%,5%,15%
Victory Road,1F Back 1 and 3,machoke,True,True,False,Cave,50-52,25%,25%,25%
Victory Road,1F Back 1 and 3,graveler,True,True,False,Cave,51,20%,20%,20%
Victory Road,1F Back 1 and 3,graveler,False,False,True,Cave,47-49,30%,30%,20%
Victory Road,1F Back 1 and 3,onix,True,True,False,Cave,50,10%,10%,10%
Victory Road,1F Back 1 and 3,onix,False,False,True,Cave,48-50,20%,20%,20%
Victory Road,1F Back 1 and 3,steelix,True,True,False,Cave,52,10%,10%,10%
Victory Road,1F Back 1 and 3,steelix,False,False,True,Cave,50,5%,5%,5%
Victory Road,1F Back 1 and 3,medicham,True,True,False,Cave,50-52,15%,15%,15%
Victory Road,1F Back 1 and 3,floatzel,False,False,True,Cave,47-49,35%,35%,35%
Victory Road,1F Back 1 and 3,gabite,False,False,True,Cave,50,5%,5%,5%
Ravaged Path,N/A,zubat,True,True,False,Cave,4-6,78%,78%,78%
Ravaged Path,N/A,zubat,False,False,True,Cave,3-6,65%,65%,65%
Ravaged Path,N/A,psyduck,True,True,False,Cave,5,2%,2%,2%
Ravaged Path,N/A,psyduck,False,False,True,Cave,4-6,35%,35%,35%
Ravaged Path,N/A,geodude,True,True,False,Cave,5,20%,20%,20%
Ravaged Path,N/A,zubat,True,True,False,Surfing,20-30,60%,60%,60%
Ravaged Path,N/A,zubat,False,False,True,Surfing,20-30,30%,30%,30%
Ravaged Path,N/A,golbat,True,True,True,Surfing,20-40,5%,5%,5%
Ravaged Path,N/A,psyduck,True,True,False,Surfing,20-30,30%,30%,30%
Ravaged Path,N/A,psyduck,False,False,True,Surfing,20-30,60%,60%,60%
Ravaged Path,N/A,golduck,True,True,True,Surfing,20-40,5%,5%,5%
Ravaged Path,N/A,magikarp,True,True,False,Fishing Old Rod,3-10,100%,100%,100%
Ravaged Path,N/A,magikarp,False,False,True,Fishing Old Rod,3-15,100%,100%,100%
Ravaged Path,N/A,magikarp,True,True,True,Fishing Good Rod,10-25,55%,55%,55%
Ravaged Path,N/A,barboach,True,True,True,Fishing Good Rod,10-25,45%,45%,45%
Ravaged Path,N/A,gyarados,True,True,True,Fishing Super Rod,30-55,55%,55%,55%
Ravaged Path,N/A,whiscash,True,True,False,Fishing Super Rod,20-50,45%,45%,45%
Ravaged Path,N/A,whiscash,False,False,True,Fishing Super Rod,30-55,45%,45%,45%
Oreburgh Gate,1F,zubat,True,True,False,Cave,6,20%,20%,20%
Oreburgh Gate,1F,zubat,False,False,True,Cave,5-8,50%,50%,50%
Oreburgh Gate,1F,psyduck,False,False,True,Cave,5-7,35%,35%,35%
Oreburgh Gate,1F,geodude,True,True,False,Cave,4-8,80%,80%,80%
Oreburgh Gate,1F,geodude,False,False,True,Cave,"5, 7",15%,15%,15%
Oreburgh Gate,B1F,zubat,True,True,False,Cave,8-10,60%,60%,60%
Oreburgh Gate,B1F,zubat,False,False,True,Cave,6-9,45%,45%,45%
