Location,Sub-location,Pokemon,G,S,C,Method,Levels,Morning Rate,Day Rate,Night Rate
Route 6,N/A,snubbull,False,False,True,Grass,13,30%,30%,0%
Route 6,N/A,granbull,False,False,True,Grass,15,5%,5%,0%
Route 6,N/A,psyduck,True,True,True,Surfing,5-14,90%,90%,90%
Route 6,N/A,golduck,True,True,True,Surfing,10-14,10%,10%,10%
Route 6,N/A,poliwag,True,True,True,Fishing Old Rod,10,15%,15%,15%
Route 6,N/A,magikarp,True,True,True,Fishing Old Rod,10,85%,85%,85%
Route 6,N/A,poliwag,True,True,True,Fishing Good Rod,20,65%,65%,65%
Route 6,N/A,magikarp,True,True,True,Fishing Good Rod,20,35%,35%,35%
Route 6,N/A,poliwag,True,True,True,Fishing Super Rod,40,80%,80%,80%
Route 6,N/A,magikarp,True,True,True,Fishing Super Rod,40,20%,20%,20%
Vermilion City,N/A,tentacool,True,True,True,Surfing,30-39,90%,90%,90%
Vermilion City,N/A,tentacruel,True,True,True,Surfing,35-39,10%,10%,10%
Vermilion City,N/A,tentacool,True,True,True,Fishing Old Rod,10,15%,15%,15%
Vermilion City,N/A,magikarp,True,True,True,Fishing Old Rod,10,85%,85%,85%
Vermilion City,N/A,tentacool,True,True,True,Fishing Good Rod,20,35%,35%,35%
Vermilion City,N/A,shellder,True,True,True,Fishing Good Rod,20,10%,10%,10%
Vermilion City,N/A,magikarp,True,True,True,Fishing Good Rod,20,35%,35%,35%
Vermilion City,N/A,chinchou,True,True,True,Fishing Good Rod,20,20%,20%,20%
Vermilion City,N/A,tentacruel,True,True,True,Fishing Super Rod,40,20%,20%,20%
Vermilion City,N/A,shellder,True,True,True,Fishing Super Rod,40,30%,30%,30%
Vermilion City,N/A,chinchou,True,True,True,Fishing Super Rod,40,40%,40%,40%
Vermilion City,N/A,lanturn,True,True,True,Fishing Super Rod,40,10%,10%,10%
Vermilion City,N/A,snorlax,True,True,True,Only one,50,One,One,One
Vermilion City,Harbor,tentacool,True,True,True,Surfing,30-39,90%,90%,90%
Vermilion City,Harbor,tentacruel,True,True,True,Surfing,35-39,10%,10%,10%
Vermilion City,Harbor,tentacool,True,True,True,Fishing Old Rod,10,15%,15%,15%
Vermilion City,Harbor,magikarp,True,True,True,Fishing Old Rod,10,85%,85%,85%
Vermilion City,Harbor,tentacool,True,True,True,Fishing Good Rod,20,35%,35%,35%
Vermilion City,Harbor,shellder,True,True,True,Fishing Good Rod,20,10%,10%,10%
Vermilion City,Harbor,magikarp,True,True,True,Fishing Good Rod,20,35%,35%,35%
Vermilion City,Harbor,chinchou,True,True,True,Fishing Good Rod,20,20%,20%,20%
Vermilion City,Harbor,tentacruel,True,True,True,Fishing Super Rod,40,20%,20%,20%
Vermilion City,Harbor,shellder,True,True,True,Fishing Super Rod,40,30%,30%,30%
Vermilion City,Harbor,chinchou,True,True,True,Fishing Super Rod,40,40%,40%,40%
Vermilion City,Harbor,lanturn,True,True,True,Fishing Super Rod,40,10%,10%,10%
Diglett's Cave,N/A,diglett,True,True,False,Cave,13-19,90%,90%,90%
Diglett's Cave,N/A,diglett,False,False,True,Cave,3-24,90%,0%,0%
Diglett's Cave,N/A,diglett,False,False,True,Cave,2-16,0%,90%,0%
Diglett's Cave,N/A,diglett,False,False,True,Cave,4-32,0%,0%,90%
Diglett's Cave,N/A,dugtrio,True,True,False,Cave,19-29,10%,10%,10%
Diglett's Cave,N/A,dugtrio,False,False,True,Cave,24,10%,0%,0%
Diglett's Cave,N/A,dugtrio,False,False,True,Cave,16,0%,10%,0%
Diglett's Cave,N/A,dugtrio,False,False,True,Cave,32,0%,0%,10%
Route 7,N/A,rattata,True,False,False,Grass,15-19,40%,35%,0%
Route 7,N/A,rattata,True,False,False,Grass,17,0%,0%,30%
Route 7,N/A,rattata,False,True,False,Grass,15,5%,0%,0%
Route 7,N/A,rattata,False,False,True,Grass,17,30%,30%,0%
Route 7,N/A,raticate,True,True,False,Grass,19,10%,10%,10%
Route 7,N/A,raticate,False,False,True,Grass,18,10%,10%,0%
Route 7,N/A,spearow,True,True,True,Grass,17,30%,30%,0%
Route 7,N/A,vulpix,False,True,False,Grass,18,20%,25%,20%
Route 7,N/A,jigglypuff,False,False,True,Grass,18,5%,5%,5%
Route 7,N/A,meowth,False,True,False,Grass,17,30%,30%,30%
Route 7,N/A,meowth,False,False,True,Grass,17,0%,0%,30%
Route 7,N/A,persian,False,True,False,Grass,19,5%,5%,5%
Route 7,N/A,persian,False,False,True,Grass,18,0%,0%,10%
Route 7,N/A,growlithe,True,False,False,Grass,18,20%,25%,20%
Route 7,N/A,abra,False,False,True,Grass,16,5%,5%,5%
Route 7,N/A,murkrow,True,False,False,Grass,17-19,0%,0%,35%
Route 7,N/A,murkrow,False,True,True,Grass,17,0%,0%,30%
Route 7,N/A,snubbull,False,False,True,Grass,18,20%,20%,0%
Route 7,N/A,houndour,True,True,False,Grass,15,0%,0%,5%
Route 7,N/A,houndour,False,False,True,Grass,18,0%,0%,20%
Route 8,N/A,pidgeotto,True,False,False,Grass,17-19,65%,65%,0%
Route 8,N/A,pidgeotto,False,True,False,Grass,17-19,35%,35%,0%
Route 8,N/A,pidgeotto,False,False,True,Grass,19,30%,30%,0%
Route 8,N/A,vulpix,False,True,False,Grass,18,10%,10%,5%
Route 8,N/A,jigglypuff,False,False,True,Grass,16,5%,5%,5%
Route 8,N/A,meowth,False,True,False,Grass,17,30%,30%,30%
Route 8,N/A,meowth,False,False,True,Grass,17,0%,0%,30%
Route 8,N/A,growlithe,True,False,False,Grass,18,10%,10%,5%
Route 8,N/A,growlithe,False,False,True,Grass,17,10%,10%,0%
Route 8,N/A,abra,True,True,False,Grass,15,20%,20%,20%
Route 8,N/A,abra,False,False,True,Grass,16,20%,20%,20%
Route 8,N/A,kadabra,True,True,False,Grass,15,5%,5%,5%
Route 8,N/A,kadabra,False,False,True,Grass,18,5%,5%,5%
Route 8,N/A,haunter,True,True,False,Grass,20,0%,0%,30%
Route 8,N/A,haunter,False,False,True,Grass,17,0%,0%,10%
Route 8,N/A,noctowl,True,False,False,Grass,17-19,0%,0%,40%
Route 8,N/A,noctowl,False,True,False,Grass,19,0%,0%,10%
Route 8,N/A,noctowl,False,False,True,Grass,20,0%,0%,30%
Route 8,N/A,snubbull,False,False,True,Grass,17,30%,30%,0%
Route 9,N/A,rattata,True,False,False,Grass,15,30%,30%,0%
Route 9,N/A,rattata,True,False,False,Grass,13-15,0%,0%,40%
Route 9,N/A,rattata,False,True,False,Grass,13,30%,30%,0%
Route 9,N/A,rattata,False,True,False,Grass,13-15,0%,0%,70%
Route 9,N/A,rattata,False,False,True,Grass,15,30%,30%,30%
Route 9,N/A,raticate,True,False,False,Grass,15,10%,10%,25%
Route 9,N/A,raticate,False,True,False,Grass,15,15%,15%,30%
Route 9,N/A,raticate,False,False,True,Grass,15,20%,20%,0%
Route 9,N/A,raticate,False,False,True,Grass,15-18,0%,0%,25%
Route 9,N/A,spearow,True,False,False,Grass,13,20%,20%,0%
Route 9,N/A,spearow,False,True,False,Grass,13-15,50%,50%,0%
Route 9,N/A,spearow,False,False,True,Grass,15,30%,30%,0%
Route 9,N/A,fearow,True,True,False,Grass,15,5%,5%,0%
Route 9,N/A,fearow,False,False,True,Grass,15,15%,15%,0%
Route 9,N/A,zubat,False,False,True,Grass,15,0%,0%,5%
Route 9,N/A,venonat,False,False,True,Grass,15,0%,0%,30%
Route 9,N/A,venomoth,False,False,True,Grass,15,0%,0%,10%
Route 9,N/A,mankey,True,False,False,Grass,13,30%,30%,30%
Route 9,N/A,primeape,True,False,False,Grass,15,5%,5%,5%
Route 9,N/A,marowak,False,False,True,Grass,18,5%,5%,0%
Route 9,N/A,goldeen,True,True,True,Surfing,10-19,90%,90%,90%
Route 9,N/A,seaking,True,True,True,Surfing,15-19,10%,10%,10%
Route 9,N/A,goldeen,True,True,True,Fishing Old Rod,10,15%,15%,15%
Route 9,N/A,magikarp,True,True,True,Fishing Old Rod,10,85%,85%,85%
Route 9,N/A,goldeen,True,True,True,Fishing Good Rod,20,65%,65%,65%
Route 9,N/A,magikarp,True,True,True,Fishing Good Rod,20,35%,35%,35%
Route 9,N/A,goldeen,True,True,True,Fishing Super Rod,40,70%,70%,70%
Route 9,N/A,seaking,True,True,True,Fishing Super Rod,40,10%,10%,10%
Route 9,N/A,magikarp,True,True,True,Fishing Super Rod,40,20%,20%,20%
Rock Tunnel,1F,zubat,True,True,False,Cave,8,10%,10%,10%
Rock Tunnel,1F,zubat,False,False,True,Cave,12,10%,10%,0%
Rock Tunnel,1F,zubat,False,False,True,Cave,12-15,0%,0%,40%
Rock Tunnel,1F,machop,True,True,False,Cave,12,20%,20%,20%
Rock Tunnel,1F,machop,False,False,True,Cave,12,20%,20%,0%
Rock Tunnel,1F,machoke,True,True,False,Cave,14,5%,5%,5%
Rock Tunnel,1F,machoke,False,False,True,Cave,15,5%,5%,0%
Rock Tunnel,1F,geodude,True,True,False,Cave,10,30%,30%,30%
Rock Tunnel,1F,geodude,False,False,True,Cave,11,30%,30%,0%
Rock Tunnel,1F,geodude,False,False,True,Cave,11-12,0%,0%,50%
Rock Tunnel,1F,haunter,False,False,True,Cave,17,0%,0%,10%
Rock Tunnel,1F,cubone,True,True,False,Cave,10-13,35%,35%,35%
Rock Tunnel,1F,cubone,False,False,True,Cave,10,30%,30%,0%
Rock Tunnel,1F,marowak,False,False,True,Cave,12,5%,5%,0%
Rock Tunnel,B1F,geodude,True,True,False,Cave,12,30%,30%,30%
Rock Tunnel,B1F,geodude,False,False,True,Cave,14,30%,30%,30%
Rock Tunnel,B1F,cubone,True,True,False,Cave,12,30%,30%,30%
Rock Tunnel,B1F,cubone,False,False,True,Cave,12,30%,30%,0%
Rock Tunnel,B1F,onix,True,True,True,Cave,16,20%,20%,20%
Rock Tunnel,B1F,zubat,True,True,False,Cave,10,10%,10%,10%
Rock Tunnel,B1F,zubat,False,False,True,Cave,12,10%,10%,0%
Rock Tunnel,B1F,zubat,False,False,True,Cave,12-15,0%,0%,40%
Rock Tunnel,B1F,golbat,False,False,True,Cave,15,0%,0%,5%
Rock Tunnel,B1F,haunter,False,False,True,Cave,15,0%,0%,5%
Rock Tunnel,B1F,marowak,True,True,False,Cave,14,5%,5%,5%
Rock Tunnel,B1F,marowak,False,False,True,Cave,15,5%,5%,0%
Rock Tunnel,B1F,kangaskhan,True,True,False,Cave,14,5%,5%,5%
Rock Tunnel,B1F,kangaskhan,False,False,True,Cave,15,5%,5%,0%
Route 10,N/A,raticate,True,True,False,Grass,16,20%,0%,0%
Route 10,N/A,raticate,True,True,False,Grass,17,0%,20%,0%
Route 10,N/A,raticate,True,True,False,Grass,16-18,0%,0%,25%
Route 10,N/A,raticate,False,False,True,Grass,15,20%,20%,20%
Route 10,N/A,spearow,True,True,False,Grass,16,30%,30%,0%
Route 10,N/A,spearow,False,False,True,Grass,15,30%,30%,0%
Route 10,N/A,fearow,True,True,False,Grass,18,10%,10%,0%
Route 10,N/A,fearow,False,False,True,Grass,15,10%,10%,0%
Route 10,N/A,zubat,False,False,True,Grass,15,0%,0%,5%
Route 10,N/A,venonat,False,False,True,Grass,15,0%,0%,30%
Route 10,N/A,venomoth,False,False,True,Grass,15,0%,0%,10%
Route 10,N/A,voltorb,True,True,True,Grass,17,30%,30%,30%
Route 10,N/A,marowak,False,False,True,Grass,15,5%,5%,0%
Route 10,N/A,electabuzz,True,True,False,Grass,15,5%,0%,5%
Route 10,N/A,electabuzz,True,True,False,Grass,15-17,0%,10%,0%
Route 10,N/A,electabuzz,False,False,True,Grass,16,5%,0%,5%
Route 10,N/A,electabuzz,False,False,True,Grass,18,0%,5%,0%
Route 10,N/A,quagsire,True,True,False,Grass,16,5%,0%,0%
Route 10,N/A,quagsire,True,True,False,Grass,16-17,0%,0%,40%
Route 10,N/A,goldeen,True,True,True,Surfing,10-19,90%,90%,90%
Route 10,N/A,seaking,True,True,True,Surfing,15-19,10%,10%,10%
Route 10,N/A,goldeen,True,True,True,Fishing Old Rod,10,15%,15%,15%
Route 10,N/A,magikarp,True,True,True,Fishing Old Rod,10,85%,85%,85%
Route 10,N/A,goldeen,True,True,True,Fishing Good Rod,20,65%,65%,65%
Route 10,N/A,magikarp,True,True,True,Fishing Good Rod,20,35%,35%,35%
Route 10,N/A,goldeen,True,True,True,Fishing Super Rod,40,70%,70%,70%
Route 10,N/A,seaking,True,True,True,Fishing Super Rod,40,10%,10%,10%
Route 10,N/A,magikarp,True,True,True,Fishing Super Rod,40,20%,20%,20%
Power Plant,N/A,magneton,False,False,True,Trade Dugtrio,The same as the Traded Pokémon,One,One,One
Celadon City,N/A,grimer,True,True,True,Surfing,15-24,90%,90%,90%
Celadon City,N/A,muk,True,True,True,Surfing,15-19,10%,10%,10%
Route 11,N/A,pidgeotto,False,False,True,Grass,16,10%,10%,0%
Route 11,N/A,rattata,True,True,False,Grass,15,30%,30%,30%
Route 11,N/A,rattata,False,False,True,Grass,16,5%,5%,0%
Route 11,N/A,raticate,False,False,True,Grass,13,30%,30%,0%
Route 11,N/A,raticate,False,False,True,Grass,16,0%,0%,5%
Route 11,N/A,meowth,False,False,True,Grass,13,0%,0%,30%
Route 11,N/A,magnemite,True,True,True,Grass,15,20%,20%,20%
Route 11,N/A,drowzee,True,True,False,Grass,14-16,40%,40%,40%
Route 11,N/A,drowzee,False,False,True,Grass,14,0%,0%,30%
Route 11,N/A,hypno,True,True,False,Grass,16,10%,10%,10%
Route 11,N/A,hypno,False,False,True,Grass,16,0%,0%,5%
Route 11,N/A,noctowl,False,False,True,Grass,16,0%,0%,10%
Route 11,N/A,hoppip,False,False,True,Grass,14-16,35%,35%,0%
Route 12,N/A,tentacool,True,True,True,Surfing,25-29,60%,60%,60%
Route 12,N/A,tentacruel,True,True,True,Surfing,25-29,10%,10%,10%
Route 12,N/A,quagsire,True,True,True,Surfing,25-29,30%,30%,30%
Route 12,N/A,tentacool,True,True,True,Fishing Old Rod,10,15%,15%,15%
Route 12,N/A,magikarp,True,True,True,Fishing Old Rod,10,85%,85%,85%
Route 12,N/A,tentacool,True,True,True,Fishing Good Rod,20,65%,65%,65%
Route 12,N/A,magikarp,True,True,True,Fishing Good Rod,20,35%,35%,35%
Route 12,N/A,tentacool,True,True,True,Fishing Super Rod,40,70%,70%,70%
Route 12,N/A,magikarp,True,True,True,Fishing Super Rod,40,20%,20%,20%
Route 12,N/A,qwilfish,True,True,True,Fishing Super Rod,40,10%,10%,10%
Route 13,N/A,pidgeotto,True,True,True,Grass,25,20%,20%,0%
Route 13,N/A,nidorina,True,True,False,Grass,23,30%,30%,30%
Route 13,N/A,nidorina,False,False,True,Grass,23,30%,30%,0%
Route 13,N/A,nidorino,True,True,False,Grass,23,30%,30%,30%
Route 13,N/A,nidorino,False,False,True,Grass,23,30%,30%,0%
Route 13,N/A,venonat,False,False,True,Grass,23,0%,0%,30%
Route 13,N/A,venomoth,False,False,True,Grass,25,0%,0%,10%
Route 13,N/A,chansey,True,True,True,Grass,25,1%,1%,1%
Route 13,N/A,noctowl,True,True,True,Grass,25,0%,0%,20%
Route 13,N/A,hoppip,True,True,False,Grass,22-24,15%,19%,0%
Route 13,N/A,hoppip,False,False,True,Grass,25-27,19%,19%,0%
Route 13,N/A,quagsire,True,True,False,Grass,22,4%,0%,0%
Route 13,N/A,quagsire,True,True,False,Grass,22-24,0%,0%,19%
Route 13,N/A,quagsire,False,False,True,Grass,23-25,0%,0%,39%
Route 13,N/A,tentacool,True,True,True,Surfing,25-29,60%,60%,60%
Route 13,N/A,tentacruel,True,True,True,Surfing,25-29,10%,10%,10%
Route 13,N/A,quagsire,True,True,True,Surfing,25-29,30%,30%,30%
Route 13,N/A,tentacool,True,True,True,Fishing Old Rod,10,15%,15%,15%
Route 13,N/A,magikarp,True,True,True,Fishing Old Rod,10,85%,85%,85%
Route 13,N/A,tentacool,True,True,True,Fishing Good Rod,20,65%,65%,65%
Route 13,N/A,magikarp,True,True,True,Fishing Good Rod,20,35%,35%,35%
Route 13,N/A,tentacool,True,True,True,Fishing Super Rod,40,70%,70%,70%
Route 13,N/A,magikarp,True,True,True,Fishing Super Rod,40,20%,20%,20%
Route 13,N/A,qwilfish,True,True,True,Fishing Super Rod,40,10%,10%,10%
Route 14,N/A,pidgeotto,True,True,False,Grass,25,20%,20%,0%
Route 14,N/A,pidgeotto,False,False,True,Grass,28,20%,20%,0%
Route 14,N/A,nidorina,True,True,False,Grass,23,30%,30%,30%
Route 14,N/A,nidorina,False,False,True,Grass,26,30%,30%,0%
Route 14,N/A,nidorino,True,True,False,Grass,23,30%,30%,30%
Route 14,N/A,nidorino,False,False,True,Grass,26,30%,30%,0%
Route 14,N/A,venonat,False,False,True,Grass,23-26,0%,0%,30%
Route 14,N/A,venomoth,False,False,True,Grass,25-28,0%,0%,10%
Route 14,N/A,chansey,True,True,False,Grass,25,1%,1%,1%
Route 14,N/A,chansey,False,False,True,Grass,28,1%,1%,1%
Route 14,N/A,noctowl,True,True,True,Grass,25-28,0%,0%,20%
Route 14,N/A,hoppip,True,True,False,Grass,24,10%,10%,0%
Route 14,N/A,hoppip,False,False,True,Grass,28,10%,10%,0%
Route 14,N/A,skiploom,True,True,False,Grass,26,5%,9%,0%
Route 14,N/A,skiploom,False,False,True,Grass,30,9%,9%,0%
Route 14,N/A,quagsire,True,True,False,Grass,22,4%,0%,0%
Route 14,N/A,quagsire,True,True,False,Grass,22-24,0%,0%,19%
Route 14,N/A,quagsire,False,False,True,Grass,23-28,0%,0%,39%
Route 14,N/A,krabby,True,True,True,Fishing Old Rod,10,15%,15%,15%
Route 14,N/A,magikarp,True,True,True,Fishing Old Rod,10,85%,85%,85%
Route 14,N/A,krabby,True,True,True,Fishing Good Rod,20,55%,55%,55%
Route 14,N/A,staryu,True,True,True,Fishing Good Rod,20,0%,0%,10%
Route 14,N/A,magikarp,True,True,True,Fishing Good Rod,20,35%,35%,35%
Route 14,N/A,corsola,True,True,True,Fishing Good Rod,20,10%,10%,0%
Route 14,N/A,krabby,True,True,True,Fishing Super Rod,40,60%,60%,60%
Route 14,N/A,kingler,True,True,True,Fishing Super Rod,40,10%,10%,10%
Route 14,N/A,staryu,True,True,True,Fishing Super Rod,40,0%,0%,30%
Route 14,N/A,corsola,True,True,True,Fishing Super Rod,40,30%,30%,0%
Route 14,N/A,aerodactyl,True,True,True,Trade Chansey,The same as the Traded Pokémon,One,One,One
Route 15,N/A,pidgeotto,True,True,True,Grass,25,20%,20%,0%
Route 15,N/A,nidorina,True,True,False,Grass,23,30%,30%,30%
Route 15,N/A,nidorina,False,False,True,Grass,23,30%,30%,0%
Route 15,N/A,nidorino,True,True,False,Grass,23,30%,30%,30%
Route 15,N/A,nidorino,False,False,True,Grass,23,30%,30%,0%
Route 15,N/A,venonat,False,False,True,Grass,23,0%,0%,30%
Route 15,N/A,venomoth,False,False,True,Grass,25,0%,0%,10%
Route 15,N/A,chansey,True,True,True,Grass,25,1%,1%,1%
Route 15,N/A,noctowl,True,True,True,Grass,25,0%,0%,20%
Route 15,N/A,hoppip,True,True,False,Grass,22-24,15%,19%,0%
Route 15,N/A,hoppip,False,False,True,Grass,25-27,19%,19%,0%
Route 15,N/A,quagsire,True,True,False,Grass,22,4%,0%,0%
Route 15,N/A,quagsire,True,True,False,Grass,22-24,0%,0%,19%
Route 15,N/A,quagsire,False,False,True,Grass,23-25,0%,0%,39%
Route 16,N/A,fearow,True,True,False,Grass,27-29,40%,40%,0%
Route 16,N/A,fearow,False,False,True,Grass,27-30,45%,40%,0%
Route 16,N/A,grimer,True,True,True,Grass,26-28,50%,50%,80%
Route 16,N/A,muk,True,True,True,Grass,"30, 33",5%,5%,5%
Route 16,N/A,murkrow,True,True,False,Grass,28,0%,0%,10%
Route 16,N/A,murkrow,False,False,True,Grass,29,0%,0%,15%
Route 16,N/A,slugma,True,True,False,Grass,27,5%,5%,5%
Route 16,N/A,slugma,False,False,True,Grass,27-32,0%,5%,0%
Route 17,N/A,fearow,True,True,False,Grass,28-30,40%,40%,0%
Route 17,N/A,fearow,False,False,True,Grass,30-32,40%,40%,0%
Route 17,N/A,grimer,True,True,False,Grass,27-29,50%,0%,80%
Route 17,N/A,grimer,False,False,True,Grass,29-31,55%,0%,0%
Route 17,N/A,grimer,True,True,True,Grass,29,0%,20%,0%
Route 17,N/A,grimer,False,False,True,Grass,29-33,0%,0%,95%
Route 17,N/A,muk,True,True,False,Grass,32,5%,5%,0%
Route 17,N/A,muk,True,True,False,Grass,30-32,0%,0%,15%
Route 17,N/A,muk,False,False,True,Grass,33,5%,5%,5%
Route 17,N/A,slugma,True,True,False,Grass,29,5%,0%,5%
Route 17,N/A,slugma,True,True,False,Grass,25-27,0%,35%,0%
Route 17,N/A,slugma,False,False,True,Grass,29-32,0%,35%,0%
Route 18,N/A,fearow,True,True,False,Grass,27-29,40%,40%,0%
Route 18,N/A,fearow,False,False,True,Grass,27-29,45%,40%,0%
Route 18,N/A,grimer,True,True,False,Grass,26-29,50%,50%,80%
Route 18,N/A,grimer,False,False,True,Grass,26-29,50%,50%,95%
Route 18,N/A,muk,True,True,False,Grass,30,5%,5%,15%
Route 18,N/A,muk,False,False,True,Grass,30,5%,5%,5%
Route 18,N/A,slugma,True,True,False,Grass,27,5%,5%,5%
Route 18,N/A,slugma,False,False,True,Grass,29,0%,5%,0%
Fuchsia City,N/A,magikarp,True,True,True,Surfing,10-24,100%,100%,100%
Fuchsia City,N/A,magikarp,True,True,True,Fishing Old Rod,10,100%,100%,100%
Fuchsia City,N/A,magikarp,True,True,True,Fishing Good Rod,20,90%,90%,90%
Fuchsia City,N/A,gyarados,True,True,True,Fishing Good Rod,20,10%,10%,10%
Fuchsia City,N/A,magikarp,True,True,True,Fishing Super Rod,40,70%,70%,70%
Fuchsia City,N/A,gyarados,True,True,True,Fishing Super Rod,40,30%,30%,30%
Route 19,N/A,tentacool,True,True,True,Surfing,30-39,90%,90%,90%
Route 19,N/A,tentacruel,True,True,True,Surfing,35-39,10%,10%,10%
Route 19,N/A,magikarp,True,True,True,Fishing Old Rod,10,85%,85%,85%
Route 19,N/A,krabby,True,True,True,Fishing Old Rod,10,15%,15%,15%
Route 19,N/A,krabby,True,True,True,Fishing Good Rod,20,55%,55%,55%
Route 19,N/A,magikarp,True,True,True,Fishing Good Rod,20,35%,35%,35%
Route 19,N/A,corsola,True,True,True,Fishing Good Rod,20,10%,10%,0%
Route 19,N/A,staryu,True,True,True,Fishing Good Rod,20,0%,0%,10%
Route 19,N/A,krabby,True,True,True,Fishing Super Rod,40,60%,60%,60%
Route 19,N/A,corsola,True,True,True,Fishing Super Rod,40,30%,30%,0%
Route 19,N/A,staryu,True,True,True,Fishing Super Rod,40,0%,0%,30%
Route 19,N/A,kingler,True,True,True,Fishing Super Rod,40,10%,10%,10%
Route 20,N/A,tentacool,True,True,True,Surfing,30-39,90%,90%,90%
Route 20,N/A,tentacruel,True,True,True,Surfing,35-39,10%,10%,10%
Route 20,N/A,magikarp,True,True,True,Fishing Old Rod,10,85%,85%,85%
Route 20,N/A,tentacool,True,True,True,Fishing Old Rod,10,15%,15%,15%
Route 20,N/A,tentacool,True,True,True,Fishing Good Rod,20,35%,35%,35%
Route 20,N/A,magikarp,True,True,True,Fishing Good Rod,20,35%,35%,35%
Route 20,N/A,chinchou,True,True,True,Fishing Good Rod,20,20%,20%,20%
Route 20,N/A,shellder,True,True,True,Fishing Good Rod,20,10%,10%,10%
Route 20,N/A,chinchou,True,True,True,Fishing Super Rod,40,40%,40%,40%
Route 20,N/A,shellder,True,True,True,Fishing Super Rod,40,30%,30%,30%
Route 20,N/A,tentacruel,True,True,True,Fishing Super Rod,40,20%,20%,20%
Route 20,N/A,lanturn,True,True,True,Fishing Super Rod,40,10%,10%,10%
Cinnabar Island,N/A,tentacool,True,True,True,Surfing,30-39,90%,90%,90%
Cinnabar Island,N/A,tentacruel,True,True,True,Surfing,35-39,10%,10%,10%
Cinnabar Island,N/A,magikarp,True,True,True,Fishing Old Rod,10,85%,85%,85%
Cinnabar Island,N/A,tentacool,True,True,True,Fishing Old Rod,10,15%,15%,15%
Cinnabar Island,N/A,tentacool,True,True,True,Fishing Good Rod,20,35%,35%,35%
Cinnabar Island,N/A,magikarp,True,True,True,Fishing Good Rod,20,35%,35%,35%
Cinnabar Island,N/A,chinchou,True,True,True,Fishing Good Rod,20,20%,20%,20%
Cinnabar Island,N/A,shellder,True,True,True,Fishing Good Rod,20,10%,10%,10%
Cinnabar Island,N/A,chinchou,True,True,True,Fishing Super Rod,40,40%,40%,40%
Cinnabar Island,N/A,shellder,True,True,True,Fishing Super Rod,40,30%,30%,30%
Cinnabar Island,N/A,tentacruel,True,True,True,Fishing Super Rod,40,20%,20%,20%
Cinnabar Island,N/A,lanturn,True,True,True,Fishing Super Rod,40,10%,10%,10%
Route 21,N/A,rattata,False,False,True,Grass,25,30%,30%,30%
Route 21,N/A,raticate,False,False,True,Grass,20,10%,10%,10%
Route 21,N/A,tangela,True,True,False,Grass,20-35,95%,90%,95%
Route 21,N/A,tangela,False,False,True,Grass,30-35,50%,50%,0%
Route 21,N/A,tangela,False,False,True,Grass,28-35,0%,0%,60%
Route 21,N/A,mr_mime,True,True,False,Grass,28,5%,0%,5%
Route 21,N/A,mr_mime,True,True,False,Grass,28-30,0%,10%,0%
Route 21,N/A,mr_mime,False,False,True,Grass,28-30,10%,10%,0%
Route 21,N/A,tentacool,True,True,True,Surfing,30-39,90%,90%,90%
Route 21,N/A,tentacruel,True,True,True,Surfing,35-39,10%,10%,10%
Route 21,N/A,tentacool,True,True,True,Fishing Old Rod,10,15%,15%,15%
Route 21,N/A,magikarp,True,True,True,Fishing Old Rod,10,85%,85%,85%
Route 21,N/A,tentacool,True,True,True,Fishing Good Rod,20,35%,35%,35%
Route 21,N/A,shellder,True,True,True,Fishing Good Rod,20,10%,10%,10%
Route 21,N/A,magikarp,True,True,True,Fishing Good Rod,20,35%,35%,35%
Route 21,N/A,chinchou,True,True,True,Fishing Good Rod,20,20%,20%,20%
Route 21,N/A,tentacruel,True,True,True,Fishing Super Rod,40,20%,20%,20%
Route 21,N/A,shellder,True,True,True,Fishing Super Rod,40,30%,30%,30%
Route 21,N/A,chinchou,True,True,True,Fishing Super Rod,40,40%,40%,40%
Route 21,N/A,lanturn,True,True,True,Fishing Super Rod,40,10%,10%,10%
Route 22,N/A,rattata,True,True,True,Grass,3,30%,30%,0%
Route 22,N/A,rattata,True,True,False,Grass,3-7,0%,0%,95%
Route 22,N/A,rattata,False,False,True,Grass,3-7,0%,0%,60%
Route 22,N/A,spearow,True,True,True,Grass,3-5,50%,50%,0%
Route 22,N/A,fearow,True,True,True,Grass,7,5%,5%,0%
Route 22,N/A,poliwag,False,False,True,Grass,3-4,0%,0%,40%
Route 22,N/A,ponyta,True,True,False,Grass,6,5%,5%,5%
Route 22,N/A,ponyta,False,False,True,Grass,6,5%,5%,0%
Route 22,N/A,doduo,True,True,True,Grass,4,10%,10%,0%
Route 22,N/A,poliwag,True,True,True,Surfing,5-14,90%,90%,90%
Route 22,N/A,poliwhirl,True,True,True,Surfing,10-14,10%,10%,10%
Route 22,N/A,poliwag,True,True,True,Fishing Old Rod,10,15%,15%,15%
Route 22,N/A,magikarp,True,True,True,Fishing Old Rod,10,85%,85%,85%
Route 22,N/A,poliwag,True,True,True,Fishing Good Rod,20,65%,65%,65%
Route 22,N/A,magikarp,True,True,True,Fishing Good Rod,20,35%,35%,35%
Route 22,N/A,poliwag,True,True,True,Fishing Super Rod,40,80%,80%,80%
Route 22,N/A,magikarp,True,True,True,Fishing Super Rod,40,20%,20%,20%
Victory Road,N/A,golbat,True,True,False,Cave,32,30%,30%,30%
